X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Velocity [ m s^-1 ]
2.93423273e-02, -2.23363508e-02, -4.91185963e-01, 1.29049500e+02, 0.00000000e+00
2.92729996e-02, -2.22585984e-02, -4.91073251e-01, 1.29147583e+02, 0.00000000e+00
2.94377338e-02, -2.22538318e-02, -4.91084486e-01, 1.28982712e+02, 0.00000000e+00
2.93684378e-02, -2.21823882e-02, -4.90974754e-01, 1.29081177e+02, 0.00000000e+00
2.91742999e-02, -2.23496966e-02, -4.91170794e-01, 1.29164017e+02, 0.00000000e+00
2.90960576e-02, -2.22703293e-02, -4.91052210e-01, 1.29271057e+02, 0.00000000e+00
2.89292224e-02, -2.22972855e-02, -4.91028875e-01, 1.29370193e+02, 0.00000000e+00
2.90231947e-02, -2.22032778e-02, -4.90932673e-01, 1.29383438e+02, 0.00000000e+00
2.91307624e-02, -2.21195929e-02, -4.90827918e-01, 1.29357712e+02, 0.00000000e+00
2.89602783e-02, -2.21352503e-02, -4.90799367e-01, 1.29510239e+02, 0.00000000e+00
2.92947348e-02, -2.21140236e-02, -4.90848958e-01, 1.29182755e+02, 0.00000000e+00
2.94569694e-02, -2.21108105e-02, -4.90860641e-01, 1.28952850e+02, 0.00000000e+00
2.92475447e-02, -2.20507514e-02, -4.90709752e-01, 1.29272202e+02, 0.00000000e+00
2.95337718e-02, -2.21780650e-02, -4.90974367e-01, 1.28836060e+02, 0.00000000e+00
3.35277356e-02, -2.38020923e-02, -4.89281029e-01, 1.18868477e+02, 0.00000000e+00
3.35402526e-02, -2.36314945e-02, -4.89425451e-01, 1.18588882e+02, 0.00000000e+00
3.34991552e-02, -2.36055441e-02, -4.89252031e-01, 1.18361229e+02, 0.00000000e+00
3.35498117e-02, -2.39831172e-02, -4.89369184e-01, 1.19559509e+02, 0.00000000e+00
3.35229114e-02, -2.39315387e-02, -4.89215285e-01, 1.19207932e+02, 0.00000000e+00
3.35612521e-02, -2.37230733e-02, -4.89647478e-01, 1.19166702e+02, 0.00000000e+00
3.35550420e-02, -2.38404386e-02, -4.89442110e-01, 1.19189331e+02, 0.00000000e+00
3.07794008e-02, -2.39460152e-02, -4.92246002e-01, 1.26896568e+02, 0.00000000e+00
3.06977164e-02, -2.38137748e-02, -4.92249846e-01, 1.27013893e+02, 0.00000000e+00
3.08559593e-02, -2.37644780e-02, -4.92228746e-01, 1.26844429e+02, 0.00000000e+00
3.06234173e-02, -2.39538550e-02, -4.92255211e-01, 1.27069359e+02, 0.00000000e+00
3.06894183e-02, -2.36294381e-02, -4.92236882e-01, 1.27062729e+02, 0.00000000e+00
3.05040535e-02, -2.37930268e-02, -4.92256165e-01, 1.27231079e+02, 0.00000000e+00
2.63313279e-02, -2.54536476e-02, -4.84834582e-01, 1.05662231e+02, 0.00000000e+00
2.63099205e-02, -2.52754241e-02, -4.84865636e-01, 1.05918030e+02, 0.00000000e+00
2.64172517e-02, -2.53740735e-02, -4.84954089e-01, 1.05947121e+02, 0.00000000e+00
2.62216721e-02, -2.53599994e-02, -4.84749019e-01, 1.05694832e+02, 0.00000000e+00
2.64108665e-02, -2.51896866e-02, -4.84970957e-01, 1.06137825e+02, 0.00000000e+00
2.63136178e-02, -2.50919294e-02, -4.84871924e-01, 1.06064064e+02, 0.00000000e+00
2.62143519e-02, -2.51795985e-02, -4.84765321e-01, 1.05914581e+02, 0.00000000e+00
2.62505859e-02, -2.55273674e-02, -4.84709710e-01, 1.05387306e+02, 0.00000000e+00
2.61248220e-02, -2.52680033e-02, -4.84650701e-01, 1.05741371e+02, 0.00000000e+00
2.61465553e-02, -2.54396107e-02, -4.84626353e-01, 1.05495445e+02, 0.00000000e+00
2.62299385e-02, -2.50005964e-02, -4.84759420e-01, 1.06016563e+02, 0.00000000e+00
2.61277780e-02, -2.50907931e-02, -4.84652400e-01, 1.05902496e+02, 0.00000000e+00
2.60372069e-02, -2.51923930e-02, -4.84532148e-01, 1.05772774e+02, 0.00000000e+00
2.60516349e-02, -2.53517628e-02, -4.84528035e-01, 1.05598000e+02, 0.00000000e+00
2.75422912e-02, -2.38612927e-02, -4.89499688e-01, 1.28862350e+02, 0.00000000e+00
2.74889842e-02, -2.37922259e-02, -4.89385396e-01, 1.28902939e+02, 0.00000000e+00
2.75592394e-02, -2.36871298e-02, -4.89531577e-01, 1.29308990e+02, 0.00000000e+00
2.74248850e-02, -2.39203200e-02, -4.89258647e-01, 1.28414536e+02, 0.00000000e+00
2.74833255e-02, -2.39684097e-02, -4.89392668e-01, 1.28456772e+02, 0.00000000e+00
2.75009517e-02, -2.36081518e-02, -4.89363253e-01, 1.29339401e+02, 0.00000000e+00
2.74417456e-02, -2.37439722e-02, -4.89236355e-01, 1.28838425e+02, 0.00000000e+00
2.76191421e-02, -2.38602217e-02, -4.89639431e-01, 1.29024246e+02, 0.00000000e+00
2.76337098e-02, -2.36943346e-02, -4.89679426e-01, 1.29389969e+02, 0.00000000e+00
2.76223309e-02, -2.35425476e-02, -4.89650428e-01, 1.29670837e+02, 0.00000000e+00
2.75658090e-02, -2.34923735e-02, -4.89496291e-01, 1.29706482e+02, 0.00000000e+00
3.05308476e-02, -2.68195011e-02, -4.89252716e-01, 1.27538177e+02, 0.00000000e+00
3.07247490e-02, -2.68162545e-02, -4.89281684e-01, 1.28519089e+02, 0.00000000e+00
3.06397043e-02, -2.68850718e-02, -4.89143014e-01, 1.28421310e+02, 0.00000000e+00
3.05788778e-02, -2.67542377e-02, -4.89381999e-01, 1.27507256e+02, 0.00000000e+00
3.08071431e-02, -2.68875323e-02, -4.89148647e-01, 1.29287109e+02, 0.00000000e+00
3.09168417e-02, -2.68317144e-02, -4.89256799e-01, 1.29621506e+02, 0.00000000e+00
3.08697373e-02, -2.67621763e-02, -4.89388704e-01, 1.29062027e+02, 0.00000000e+00
3.09824534e-02, -2.66989172e-02, -4.89498913e-01, 1.29339127e+02, 0.00000000e+00
3.08038294e-02, -2.66940389e-02, -4.89510030e-01, 1.28521759e+02, 0.00000000e+00
3.06383688e-02, -2.66877133e-02, -4.89508182e-01, 1.27639977e+02, 0.00000000e+00
3.04667447e-02, -2.66891103e-02, -4.89486396e-01, 1.26839813e+02, 0.00000000e+00
3.07187345e-02, -2.66228933e-02, -4.89623845e-01, 1.27966209e+02, 0.00000000e+00
3.06475218e-02, -2.68999785e-02, -4.86558318e-01, 1.26130043e+02, 0.00000000e+00
3.06134447e-02, -2.68672593e-02, -4.86396134e-01, 1.26268570e+02, 0.00000000e+00
3.04973759e-02, -2.68644989e-02, -4.86466497e-01, 1.25336250e+02, 0.00000000e+00
3.07702962e-02, -2.68735699e-02, -4.86400217e-01, 1.27613182e+02, 0.00000000e+00
3.06649990e-02, -2.68614367e-02, -4.86248225e-01, 1.26970131e+02, 0.00000000e+00
3.05034276e-02, -2.68479493e-02, -4.86296922e-01, 1.25794334e+02, 0.00000000e+00
3.21666300e-02, -2.53596716e-02, -4.85127687e-01, 1.08250282e+02, 0.00000000e+00
3.22373696e-02, -2.52915248e-02, -4.84989733e-01, 1.08239830e+02, 0.00000000e+00
3.23249996e-02, -2.53849905e-02, -4.85089034e-01, 1.07795319e+02, 0.00000000e+00
3.24112624e-02, -2.52937023e-02, -4.84972388e-01, 1.07891754e+02, 0.00000000e+00
3.20724137e-02, -2.52723787e-02, -4.85019565e-01, 1.08600342e+02, 0.00000000e+00
3.21375355e-02, -2.52159219e-02, -4.84880835e-01, 1.08586952e+02, 0.00000000e+00
2.83116605e-02, -2.58734431e-02, -4.84025538e-01, 1.06573296e+02, 0.00000000e+00
2.82374304e-02, -2.59962585e-02, -4.84108776e-01, 1.06659393e+02, 0.00000000e+00
2.84135230e-02, -2.59686764e-02, -4.84120876e-01, 1.10402000e+02, 0.00000000e+00
2.83392444e-02, -2.61007417e-02, -4.84240413e-01, 1.10036522e+02, 0.00000000e+00
2.81511992e-02, -2.60983538e-02, -4.84207809e-01, 1.06473488e+02, 0.00000000e+00
2.81579848e-02, -2.59020403e-02, -4.83988702e-01, 1.02472725e+02, 0.00000000e+00
2.99717057e-02, -2.44934186e-02, -4.84233946e-01, 1.14204414e+02, 0.00000000e+00
2.98522729e-02, -2.46065948e-02, -4.84167069e-01, 1.14479591e+02, 0.00000000e+00
3.00092902e-02, -2.46371366e-02, -4.84189570e-01, 1.14669495e+02, 0.00000000e+00
2.98087560e-02, -2.44579371e-02, -4.84209716e-01, 1.13956779e+02, 0.00000000e+00
2.98906267e-02, -2.47537699e-02, -4.84124452e-01, 1.15001709e+02, 0.00000000e+00
2.97634955e-02, -2.47124676e-02, -4.84119982e-01, 1.14777672e+02, 0.00000000e+00
2.96947453e-02, -2.45753676e-02, -4.84153986e-01, 1.14252220e+02, 0.00000000e+00
3.01300436e-02, -2.45253034e-02, -4.84269470e-01, 1.14355064e+02, 0.00000000e+00
3.00678648e-02, -2.47825552e-02, -4.84146565e-01, 1.15112862e+02, 0.00000000e+00
3.14927250e-02, -2.42907461e-02, -4.85571235e-01, 1.24960060e+02, 0.00000000e+00
3.15918177e-02, -2.43734457e-02, -4.85658467e-01, 1.24522118e+02, 0.00000000e+00
3.15931775e-02, -2.41944846e-02, -4.85654116e-01, 1.27245392e+02, 0.00000000e+00
3.16980630e-02, -2.44525392e-02, -4.85745817e-01, 1.24499886e+02, 0.00000000e+00
3.15928534e-02, -2.45472360e-02, -4.85642284e-01, 1.21424194e+02, 0.00000000e+00
3.14010233e-02, -2.43760515e-02, -4.85473424e-01, 1.21452522e+02, 0.00000000e+00
3.13970670e-02, -2.42030304e-02, -4.85481948e-01, 1.25787407e+02, 0.00000000e+00
3.13242711e-02, -2.44540982e-02, -4.85359311e-01, 1.17461540e+02, 0.00000000e+00
3.14143412e-02, -2.45438628e-02, -4.85445350e-01, 1.17270958e+02, 0.00000000e+00
3.14379372e-02, -2.46920101e-02, -4.85410810e-01, 1.13460793e+02, 0.00000000e+00
3.15337852e-02, -2.47791018e-02, -4.85494882e-01, 1.13956627e+02, 0.00000000e+00
3.15084532e-02, -2.46153306e-02, -4.85532850e-01, 1.17543304e+02, 0.00000000e+00
3.13504785e-02, -2.46078242e-02, -4.85328764e-01, 1.13420876e+02, 0.00000000e+00
3.15781757e-02, -2.28002351e-02, -4.85805690e-01, 1.28757095e+02, 0.00000000e+00
3.15791778e-02, -2.29689348e-02, -4.85723495e-01, 1.29354584e+02, 0.00000000e+00
3.16931866e-02, -2.29477249e-02, -4.85866398e-01, 1.29253983e+02, 0.00000000e+00
3.14655304e-02, -2.28747353e-02, -4.85651761e-01, 1.28735916e+02, 0.00000000e+00
3.16679552e-02, -2.30734255e-02, -4.85772997e-01, 1.29720169e+02, 0.00000000e+00
3.15929987e-02, -2.31292676e-02, -4.85682309e-01, 1.30007767e+02, 0.00000000e+00
3.14051174e-02, -2.33026762e-02, -4.85482663e-01, 1.30535858e+02, 0.00000000e+00
3.15011442e-02, -2.32209265e-02, -4.85580593e-01, 1.30338181e+02, 0.00000000e+00
3.13832387e-02, -2.31285840e-02, -4.85498965e-01, 1.29606339e+02, 0.00000000e+00
3.16131823e-02, -2.33206451e-02, -4.85667020e-01, 1.30683365e+02, 0.00000000e+00
3.28649692e-02, -2.62160413e-02, -4.88650173e-01, 1.49412918e+02, 0.00000000e+00
3.29164155e-02, -2.61070039e-02, -4.88722920e-01, 1.48589264e+02, 0.00000000e+00
3.29773873e-02, -2.61143390e-02, -4.88598406e-01, 1.50913132e+02, 0.00000000e+00
3.29123549e-02, -2.60244701e-02, -4.88827467e-01, 1.45707397e+02, 0.00000000e+00
3.30348238e-02, -2.58606020e-02, -4.88805443e-01, 1.45471146e+02, 0.00000000e+00
3.30136046e-02, -2.59894077e-02, -4.88693595e-01, 1.49030075e+02, 0.00000000e+00
3.29285562e-02, -2.59033088e-02, -4.88939464e-01, 1.42667023e+02, 0.00000000e+00
3.28323506e-02, -2.59903222e-02, -4.88993496e-01, 1.41126205e+02, 0.00000000e+00
3.27607989e-02, -2.61243992e-02, -4.88939762e-01, 1.42963364e+02, 0.00000000e+00
3.31534706e-02, -2.60119010e-02, -4.88383234e-01, 1.53050964e+02, 0.00000000e+00
3.30463909e-02, -2.61172298e-02, -4.88461822e-01, 1.52836960e+02, 0.00000000e+00
3.30957249e-02, -2.59876940e-02, -4.88535911e-01, 1.51617966e+02, 0.00000000e+00
3.30166705e-02, -2.62165833e-02, -4.88361567e-01, 1.53415680e+02, 0.00000000e+00
3.31077948e-02, -2.61295773e-02, -4.88308460e-01, 1.53646805e+02, 0.00000000e+00
3.29250805e-02, -2.62477249e-02, -4.88484740e-01, 1.51989670e+02, 0.00000000e+00
3.24442871e-02, -2.67638862e-02, -4.83108163e-01, 1.24252403e+02, 0.00000000e+00
3.22658196e-02, -2.67452039e-02, -4.83134151e-01, 1.23461998e+02, 0.00000000e+00
3.23219113e-02, -2.69061960e-02, -4.83159304e-01, 1.25217957e+02, 0.00000000e+00
3.21530923e-02, -2.68813912e-02, -4.83187228e-01, 1.24371040e+02, 0.00000000e+00
3.21067646e-02, -2.67184284e-02, -4.83163327e-01, 1.22691040e+02, 0.00000000e+00
3.21988203e-02, -2.65799090e-02, -4.83129352e-01, 1.21488068e+02, 0.00000000e+00
3.20410281e-02, -2.70073358e-02, -4.83260185e-01, 1.25055939e+02, 0.00000000e+00
3.19912657e-02, -2.68474817e-02, -4.83223498e-01, 1.23426331e+02, 0.00000000e+00
3.22094634e-02, -2.70375833e-02, -4.83226687e-01, 1.25902351e+02, 0.00000000e+00
3.27598974e-02, -2.74875425e-02, -4.84194249e-01, 1.29688614e+02, 0.00000000e+00
3.28924097e-02, -2.74413377e-02, -4.84141141e-01, 1.29716461e+02, 0.00000000e+00
3.27544995e-02, -2.74988431e-02, -4.84039247e-01, 1.29488205e+02, 0.00000000e+00
3.29024307e-02, -2.74420548e-02, -4.83989507e-01, 1.29522141e+02, 0.00000000e+00
3.30076814e-02, -2.73775682e-02, -4.84253854e-01, 1.29347305e+02, 0.00000000e+00
3.28677595e-02, -2.74311882e-02, -4.84304845e-01, 1.29688278e+02, 0.00000000e+00
3.33224721e-02, -2.46159341e-02, -4.87206161e-01, 1.37816010e+02, 0.00000000e+00
3.32388356e-02, -2.45125908e-02, -4.87101823e-01, 1.36909241e+02, 0.00000000e+00
3.32678966e-02, -2.46687829e-02, -4.87065226e-01, 1.38324402e+02, 0.00000000e+00
3.32870334e-02, -2.44613662e-02, -4.87248331e-01, 1.36304153e+02, 0.00000000e+00
3.31503637e-02, -2.44093072e-02, -4.87000644e-01, 1.35899307e+02, 0.00000000e+00
3.32002416e-02, -2.43588090e-02, -4.87141907e-01, 1.35376724e+02, 0.00000000e+00
3.31802964e-02, -2.45668963e-02, -4.86962467e-01, 1.37346237e+02, 0.00000000e+00
3.30541693e-02, -2.43143477e-02, -4.86906826e-01, 1.34869354e+02, 0.00000000e+00
3.31077129e-02, -2.42545865e-02, -4.87046629e-01, 1.34393143e+02, 0.00000000e+00
3.30882743e-02, -2.44672261e-02, -4.86869574e-01, 1.36283890e+02, 0.00000000e+00
3.23444083e-02, -2.34658141e-02, -4.86440837e-01, 1.28618271e+02, 0.00000000e+00
3.22756544e-02, -2.35343948e-02, -4.86319065e-01, 1.28809174e+02, 0.00000000e+00
3.23821269e-02, -2.36235019e-02, -4.86410707e-01, 1.28936829e+02, 0.00000000e+00
3.23107876e-02, -2.36956570e-02, -4.86293793e-01, 1.28989960e+02, 0.00000000e+00
3.21975462e-02, -2.36063115e-02, -4.86202806e-01, 1.28902420e+02, 0.00000000e+00
3.21700536e-02, -2.34409701e-02, -4.86229986e-01, 1.28890610e+02, 0.00000000e+00
3.23336869e-02, -2.38607544e-02, -4.86265987e-01, 1.29232269e+02, 0.00000000e+00
3.24114338e-02, -2.37790216e-02, -4.86376882e-01, 1.29304886e+02, 0.00000000e+00
3.24878953e-02, -2.37128064e-02, -4.86497343e-01, 1.29242386e+02, 0.00000000e+00
3.25268209e-02, -2.38727983e-02, -4.86464500e-01, 1.29909775e+02, 0.00000000e+00
3.24396193e-02, -2.39433926e-02, -4.86346066e-01, 1.29833145e+02, 0.00000000e+00
3.22173834e-02, -2.37747859e-02, -4.86176610e-01, 1.28942520e+02, 0.00000000e+00
3.22355181e-02, -2.39495635e-02, -4.86161381e-01, 1.29007187e+02, 0.00000000e+00
3.23565491e-02, -2.40395479e-02, -4.86246020e-01, 1.29611694e+02, 0.00000000e+00
3.21258940e-02, -2.38623172e-02, -4.86079901e-01, 1.28876160e+02, 0.00000000e+00
3.21066417e-02, -2.36789025e-02, -4.86092657e-01, 1.29017166e+02, 0.00000000e+00
3.21488641e-02, -2.68866848e-02, -4.88139629e-01, 1.42169388e+02, 0.00000000e+00
3.22847813e-02, -2.68278085e-02, -4.88081932e-01, 1.44475540e+02, 0.00000000e+00
3.21715511e-02, -2.69034393e-02, -4.87955332e-01, 1.43195389e+02, 0.00000000e+00
3.23043987e-02, -2.68391389e-02, -4.87917930e-01, 1.45328552e+02, 0.00000000e+00
3.24133784e-02, -2.67657135e-02, -4.88025486e-01, 1.46710602e+02, 0.00000000e+00
3.23911346e-02, -2.67508496e-02, -4.88189429e-01, 1.45775681e+02, 0.00000000e+00
3.24353874e-02, -2.67699845e-02, -4.87854511e-01, 1.47365433e+02, 0.00000000e+00
3.22108641e-02, -2.68993601e-02, -4.87770468e-01, 1.44128113e+02, 0.00000000e+00
3.23446058e-02, -2.68271100e-02, -4.87774014e-01, 1.46098587e+02, 0.00000000e+00
3.25537995e-02, -2.67007891e-02, -4.87773210e-01, 1.49091599e+02, 0.00000000e+00
3.25345844e-02, -2.67006941e-02, -4.87950355e-01, 1.48779648e+02, 0.00000000e+00
3.24412622e-02, -2.67715137e-02, -4.87690002e-01, 1.47592819e+02, 0.00000000e+00
3.20833288e-02, -2.69603189e-02, -4.87850726e-01, 1.41952744e+02, 0.00000000e+00
3.23226936e-02, -2.68401764e-02, -4.87630576e-01, 1.45898788e+02, 0.00000000e+00
3.21930908e-02, -2.69093942e-02, -4.87576574e-01, 1.44012253e+02, 0.00000000e+00
3.31408493e-02, -2.59716790e-02, -4.87070173e-01, 1.47047989e+02, 0.00000000e+00
3.31202261e-02, -2.61080973e-02, -4.87219632e-01, 1.48424149e+02, 0.00000000e+00
3.32347266e-02, -2.59283539e-02, -4.87250745e-01, 1.47764618e+02, 0.00000000e+00
3.32071893e-02, -2.60405988e-02, -4.87361729e-01, 1.48909348e+02, 0.00000000e+00
3.31403650e-02, -2.61536445e-02, -4.87403274e-01, 1.49652115e+02, 0.00000000e+00
3.30421925e-02, -2.62518618e-02, -4.87319857e-01, 1.49449753e+02, 0.00000000e+00
3.29997949e-02, -2.62451358e-02, -4.87169176e-01, 1.48599609e+02, 0.00000000e+00
3.30109559e-02, -2.61414088e-02, -4.87026632e-01, 1.47543701e+02, 0.00000000e+00
3.28987949e-02, -2.63008773e-02, -4.87067938e-01, 1.48291214e+02, 0.00000000e+00
3.29281352e-02, -2.60974877e-02, -4.86833632e-01, 1.46571732e+02, 0.00000000e+00
3.30592506e-02, -2.59738732e-02, -4.86913264e-01, 1.46268280e+02, 0.00000000e+00
3.32250148e-02, -2.58313064e-02, -4.87109452e-01, 1.46500626e+02, 0.00000000e+00
3.29328813e-02, -2.63449419e-02, -4.87232387e-01, 1.49205368e+02, 0.00000000e+00
3.15865763e-02, -2.61409283e-02, -4.90071952e-01, 1.27985725e+02, 0.00000000e+00
3.16773914e-02, -2.60523167e-02, -4.90158796e-01, 1.27560692e+02, 0.00000000e+00
3.17470655e-02, -2.61091497e-02, -4.90040869e-01, 1.27923271e+02, 0.00000000e+00
3.17822099e-02, -2.59617027e-02, -4.90262777e-01, 1.27295677e+02, 0.00000000e+00
3.16164643e-02, -2.59812493e-02, -4.90291089e-01, 1.27135551e+02, 0.00000000e+00
3.02099381e-02, -2.61860061e-02, -4.90107924e-01, 1.26646111e+02, 0.00000000e+00
3.00422963e-02, -2.61663962e-02, -4.90090430e-01, 1.26571899e+02, 0.00000000e+00
3.01219989e-02, -2.60777213e-02, -4.90199834e-01, 1.26551392e+02, 0.00000000e+00
2.98807826e-02, -2.61443816e-02, -4.90068078e-01, 1.26517815e+02, 0.00000000e+00
2.99657453e-02, -2.62546688e-02, -4.89981383e-01, 1.26518890e+02, 0.00000000e+00
2.97220983e-02, -2.61133220e-02, -4.90043253e-01, 1.26402893e+02, 0.00000000e+00
2.97977589e-02, -2.60270108e-02, -4.90152538e-01, 1.26514397e+02, 0.00000000e+00
2.98812799e-02, -2.59452648e-02, -4.90258068e-01, 1.26538765e+02, 0.00000000e+00
2.97246464e-02, -2.59130299e-02, -4.90230083e-01, 1.26481812e+02, 0.00000000e+00
3.02094705e-02, -2.59960946e-02, -4.90303636e-01, 1.26464684e+02, 0.00000000e+00
3.00440062e-02, -2.59730872e-02, -4.90283340e-01, 1.26529732e+02, 0.00000000e+00
3.02912593e-02, -2.60988642e-02, -4.90214288e-01, 1.26564392e+02, 0.00000000e+00
2.99589243e-02, -2.58624293e-02, -4.90362555e-01, 1.26498108e+02, 0.00000000e+00
2.83079911e-02, -2.61920728e-02, -4.85547513e-01, 1.12227692e+02, 0.00000000e+00
2.83700563e-02, -2.61190068e-02, -4.85673517e-01, 1.12650185e+02, 0.00000000e+00
2.84502711e-02, -2.62359530e-02, -4.85589832e-01, 1.13308174e+02, 0.00000000e+00
2.84403600e-02, -2.60417685e-02, -4.85799640e-01, 1.13055603e+02, 0.00000000e+00
2.83021070e-02, -2.59996913e-02, -4.85752046e-01, 1.12145149e+02, 0.00000000e+00
2.85131987e-02, -2.61671674e-02, -4.85718429e-01, 1.13677834e+02, 0.00000000e+00
2.82276515e-02, -2.60767397e-02, -4.85629976e-01, 1.11686577e+02, 0.00000000e+00
2.85043437e-02, -2.62108818e-02, -4.88423496e-01, 1.21353371e+02, 0.00000000e+00
2.83989422e-02, -2.61145178e-02, -4.88561571e-01, 1.21873741e+02, 0.00000000e+00
2.85450928e-02, -2.62320805e-02, -4.88612026e-01, 1.22027138e+02, 0.00000000e+00
2.84727067e-02, -2.61644442e-02, -4.88744944e-01, 1.22555779e+02, 0.00000000e+00
2.82827653e-02, -2.60116905e-02, -4.88449782e-01, 1.21490654e+02, 0.00000000e+00
2.83856466e-02, -2.61098184e-02, -4.88349229e-01, 1.21120262e+02, 0.00000000e+00
2.82809027e-02, -2.59998422e-02, -4.88628358e-01, 1.22137115e+02, 0.00000000e+00
2.83592492e-02, -2.60649789e-02, -4.88714904e-01, 1.22472183e+02, 0.00000000e+00
2.82810330e-02, -2.59805620e-02, -4.88788128e-01, 1.22750404e+02, 0.00000000e+00
2.83871684e-02, -2.60704793e-02, -4.88858044e-01, 1.22996460e+02, 0.00000000e+00
2.84977984e-02, -2.61572022e-02, -4.88918245e-01, 1.23157135e+02, 0.00000000e+00
2.81881429e-02, -2.58998182e-02, -4.88710314e-01, 1.22457489e+02, 0.00000000e+00
2.81854123e-02, -2.59123631e-02, -4.88534987e-01, 1.21822472e+02, 0.00000000e+00
2.91454829e-02, -2.66456679e-02, -4.87849176e-01, 1.20013268e+02, 0.00000000e+00
2.92548332e-02, -2.67253052e-02, -4.87960130e-01, 1.20584999e+02, 0.00000000e+00
2.92818863e-02, -2.67183725e-02, -4.87786382e-01, 1.20197357e+02, 0.00000000e+00
2.91307736e-02, -2.66571939e-02, -4.88028944e-01, 1.20475746e+02, 0.00000000e+00
2.93821637e-02, -2.67911777e-02, -4.87882107e-01, 1.20860435e+02, 0.00000000e+00
2.93690115e-02, -2.67952196e-02, -4.88048404e-01, 1.21219086e+02, 0.00000000e+00
2.92288940e-02, -2.67183632e-02, -4.88160104e-01, 1.21042908e+02, 0.00000000e+00
2.94026155e-02, -2.67786402e-02, -4.87719983e-01, 1.20570099e+02, 0.00000000e+00
2.95002647e-02, -2.68528704e-02, -4.87810940e-01, 1.21352997e+02, 0.00000000e+00
2.94836350e-02, -2.68549006e-02, -4.87956434e-01, 1.21598228e+02, 0.00000000e+00
2.93065589e-02, -2.66988575e-02, -4.87624913e-01, 1.19891747e+02, 0.00000000e+00
2.91759372e-02, -2.66322792e-02, -4.87684369e-01, 1.19631248e+02, 0.00000000e+00
2.90202461e-02, -2.65773758e-02, -4.87918168e-01, 1.19997688e+02, 0.00000000e+00
2.90989634e-02, -2.66440399e-02, -4.88161832e-01, 1.20818436e+02, 0.00000000e+00
2.84293443e-02, -2.58471034e-02, -4.87322062e-01, 1.18058678e+02, 0.00000000e+00
2.84746252e-02, -2.58020032e-02, -4.87174094e-01, 1.17611931e+02, 0.00000000e+00
2.83524394e-02, -2.57225465e-02, -4.87251729e-01, 1.17891968e+02, 0.00000000e+00
2.85542607e-02, -2.59282496e-02, -4.87246096e-01, 1.17850067e+02, 0.00000000e+00
2.85976194e-02, -2.58794762e-02, -4.87097621e-01, 1.17407936e+02, 0.00000000e+00
2.85170116e-02, -2.57589724e-02, -4.87028331e-01, 1.17167358e+02, 0.00000000e+00
2.86772940e-02, -2.60049589e-02, -4.87173617e-01, 1.17700325e+02, 0.00000000e+00
2.86382362e-02, -2.60628685e-02, -4.87325013e-01, 1.18145569e+02, 0.00000000e+00
2.85120383e-02, -2.59796865e-02, -4.87397105e-01, 1.18301826e+02, 0.00000000e+00
2.87625249e-02, -2.61367727e-02, -4.87253189e-01, 1.18005135e+02, 0.00000000e+00
2.87208129e-02, -2.59553455e-02, -4.87024695e-01, 1.17291595e+02, 0.00000000e+00
2.83085126e-02, -2.44458392e-02, -4.90290552e-01, 1.28139038e+02, 0.00000000e+00
2.84208488e-02, -2.45344639e-02, -4.90355253e-01, 1.27963020e+02, 0.00000000e+00
2.83260215e-02, -2.46120188e-02, -4.90244567e-01, 1.27912880e+02, 0.00000000e+00
2.83920281e-02, -2.43658517e-02, -4.90399629e-01, 1.28177139e+02, 0.00000000e+00
2.85360347e-02, -2.45751273e-02, -4.90430474e-01, 1.27824631e+02, 0.00000000e+00
2.85036843e-02, -2.44345367e-02, -4.90468413e-01, 1.28019394e+02, 0.00000000e+00
2.84974631e-02, -2.47094035e-02, -4.90338892e-01, 1.27689095e+02, 0.00000000e+00
2.81373523e-02, -2.45916490e-02, -4.90073174e-01, 1.27918541e+02, 0.00000000e+00
2.82216910e-02, -2.45155003e-02, -4.90181476e-01, 1.28078171e+02, 0.00000000e+00
2.82345172e-02, -2.46470198e-02, -4.90146101e-01, 1.27862350e+02, 0.00000000e+00
2.81973351e-02, -2.43638661e-02, -4.90212500e-01, 1.28268677e+02, 0.00000000e+00
2.81154085e-02, -2.44391058e-02, -4.90101218e-01, 1.28153061e+02, 0.00000000e+00
2.83231381e-02, -2.47873310e-02, -4.90168840e-01, 1.27634483e+02, 0.00000000e+00
2.78861336e-02, -2.53478996e-02, -4.89360213e-01, 1.25153351e+02, 0.00000000e+00
2.77873985e-02, -2.51833890e-02, -4.89377230e-01, 1.25512505e+02, 0.00000000e+00
2.79074870e-02, -2.52437666e-02, -4.89490896e-01, 1.25675507e+02, 0.00000000e+00
2.76608467e-02, -2.51014195e-02, -4.89246964e-01, 1.25427589e+02, 0.00000000e+00
2.77542938e-02, -2.52851825e-02, -4.89206195e-01, 1.24922623e+02, 0.00000000e+00
2.76148133e-02, -2.51426771e-02, -4.89084125e-01, 1.24940056e+02, 0.00000000e+00
2.77085267e-02, -2.50117164e-02, -4.89405066e-01, 1.25939339e+02, 0.00000000e+00
2.79835518e-02, -2.53642909e-02, -4.89476681e-01, 1.25412086e+02, 0.00000000e+00
2.80267131e-02, -2.53021363e-02, -4.89592254e-01, 1.25833839e+02, 0.00000000e+00
2.79591177e-02, -2.51493864e-02, -4.89635468e-01, 1.26182076e+02, 0.00000000e+00
