X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Velocity [ m s^-1 ]
2.87946258e-02, -2.16081776e-02, -4.83897686e-01, 1.25954247e+02, 0.00000000e+00
2.87563317e-02, -2.17759106e-02, -4.83925343e-01, 1.23957039e+02, 0.00000000e+00
2.88680270e-02, -2.18862947e-02, -4.84008640e-01, 1.21772255e+02, 0.00000000e+00
2.86822394e-02, -2.14972701e-02, -4.83815253e-01, 1.27249275e+02, 0.00000000e+00
2.88216528e-02, -2.14367025e-02, -4.83882099e-01, 1.27427483e+02, 0.00000000e+00
2.89482828e-02, -2.13638321e-02, -4.83958066e-01, 1.27486992e+02, 0.00000000e+00
2.89748441e-02, -2.19973978e-02, -4.84090626e-01, 1.19459908e+02, 0.00000000e+00
2.91133262e-02, -2.19431799e-02, -4.84148204e-01, 1.19383278e+02, 0.00000000e+00
2.92221140e-02, -2.20475253e-02, -4.84226942e-01, 1.17098564e+02, 0.00000000e+00
2.89423671e-02, -2.11841576e-02, -4.83954161e-01, 1.28399216e+02, 0.00000000e+00
2.88311038e-02, -2.10950337e-02, -4.83878583e-01, 1.29355270e+02, 0.00000000e+00
2.88312361e-02, -2.12654043e-02, -4.83875215e-01, 1.28489792e+02, 0.00000000e+00
2.87085176e-02, -2.13316549e-02, -4.83804733e-01, 1.28411926e+02, 0.00000000e+00
2.87252422e-02, -2.11661924e-02, -4.83802855e-01, 1.29446274e+02, 0.00000000e+00
2.85691451e-02, -2.13789567e-02, -4.83739883e-01, 1.28206085e+02, 0.00000000e+00
2.85391081e-02, -2.15489622e-02, -4.83764708e-01, 1.27013847e+02, 0.00000000e+00
2.86029074e-02, -2.12230161e-02, -4.83734339e-01, 1.29363846e+02, 0.00000000e+00
2.87277717e-02, -2.10104901e-02, -4.83806431e-01, 1.30435532e+02, 0.00000000e+00
2.86370143e-02, -2.10833289e-02, -4.83743608e-01, 1.30354614e+02, 0.00000000e+00
2.84529254e-02, -2.12616976e-02, -4.83669728e-01, 1.29167938e+02, 0.00000000e+00
2.86026206e-02, -2.18254905e-02, -4.83880371e-01, 1.23831299e+02, 0.00000000e+00
2.81115249e-02, -2.19262093e-02, -4.83790487e-01, 1.24030823e+02, 0.00000000e+00
2.79458761e-02, -2.19379403e-02, -4.83781576e-01, 1.24242531e+02, 0.00000000e+00
2.80446392e-02, -2.20518187e-02, -4.83858705e-01, 1.22880768e+02, 0.00000000e+00
2.84465943e-02, -2.18680166e-02, -4.83841509e-01, 1.23822227e+02, 0.00000000e+00
2.82818675e-02, -2.18999069e-02, -4.83807921e-01, 1.23932922e+02, 0.00000000e+00
2.83395313e-02, -2.17548292e-02, -4.83762532e-01, 1.25282158e+02, 0.00000000e+00
2.81774681e-02, -2.17909869e-02, -4.83736604e-01, 1.25139793e+02, 0.00000000e+00
2.83858031e-02, -2.16003489e-02, -4.83722925e-01, 1.26701202e+02, 0.00000000e+00
2.82759201e-02, -2.14829780e-02, -4.83649939e-01, 1.27555153e+02, 0.00000000e+00
2.82313116e-02, -2.16403436e-02, -4.83688742e-01, 1.26380699e+02, 0.00000000e+00
2.80661527e-02, -2.16715690e-02, -4.83664572e-01, 1.26191521e+02, 0.00000000e+00
2.84956992e-02, -2.17137579e-02, -4.83802199e-01, 1.25493324e+02, 0.00000000e+00
3.02451942e-02, -2.19863914e-02, -4.84942436e-01, 1.18762657e+02, 0.00000000e+00
3.01686265e-02, -2.20626369e-02, -4.84823078e-01, 1.17623871e+02, 0.00000000e+00
3.02787907e-02, -2.21408457e-02, -4.84907925e-01, 1.18300545e+02, 0.00000000e+00
3.03493999e-02, -2.20608730e-02, -4.85029817e-01, 1.19273949e+02, 0.00000000e+00
3.06465793e-02, -2.21504197e-02, -4.85312819e-01, 1.20738434e+02, 0.00000000e+00
3.05652432e-02, -2.22222041e-02, -4.85192806e-01, 1.19991737e+02, 0.00000000e+00
3.05291656e-02, -2.20716875e-02, -4.85237509e-01, 1.20060905e+02, 0.00000000e+00
3.04545239e-02, -2.21427958e-02, -4.85113651e-01, 1.19571381e+02, 0.00000000e+00
3.04184705e-02, -2.19928604e-02, -4.85157192e-01, 1.19751305e+02, 0.00000000e+00
3.06942780e-02, -2.22922768e-02, -4.85278636e-01, 1.20888680e+02, 0.00000000e+00
3.02055310e-02, -2.23865714e-02, -4.84774143e-01, 1.15767677e+02, 0.00000000e+00
3.00844926e-02, -2.23156605e-02, -4.84704107e-01, 1.14992470e+02, 0.00000000e+00
2.99650319e-02, -2.22390797e-02, -4.84643072e-01, 1.14305542e+02, 0.00000000e+00
3.03215943e-02, -2.24609338e-02, -4.84848738e-01, 1.16630890e+02, 0.00000000e+00
3.01903207e-02, -2.22278498e-02, -4.84793514e-01, 1.16817451e+02, 0.00000000e+00
3.00719459e-02, -2.21516322e-02, -4.84718919e-01, 1.16115204e+02, 0.00000000e+00
3.03817540e-02, -2.22201776e-02, -4.84992504e-01, 1.18830566e+02, 0.00000000e+00
3.09676845e-02, -2.31398307e-02, -4.85154808e-01, 1.25468864e+02, 0.00000000e+00
3.08468603e-02, -2.30626985e-02, -4.85081524e-01, 1.23403374e+02, 0.00000000e+00
3.08439899e-02, -2.25109868e-02, -4.85295981e-01, 1.22613548e+02, 0.00000000e+00
3.07202805e-02, -2.24372223e-02, -4.85230178e-01, 1.21079102e+02, 0.00000000e+00
3.04073747e-02, -2.23758053e-02, -4.84958768e-01, 1.18168694e+02, 0.00000000e+00
3.04341726e-02, -2.25302670e-02, -4.84930038e-01, 1.17668823e+02, 0.00000000e+00
3.05478238e-02, -2.26017814e-02, -4.85010594e-01, 1.18802437e+02, 0.00000000e+00
3.04636769e-02, -2.26892456e-02, -4.84901398e-01, 1.17431854e+02, 0.00000000e+00
3.04909218e-02, -2.28521321e-02, -4.84869808e-01, 1.17464500e+02, 0.00000000e+00
3.05776522e-02, -2.27585565e-02, -4.84974831e-01, 1.18904541e+02, 0.00000000e+00
3.06012537e-02, -2.23694388e-02, -4.85156834e-01, 1.19906609e+02, 0.00000000e+00
3.06300018e-02, -2.25163084e-02, -4.85118955e-01, 1.19966675e+02, 0.00000000e+00
3.06648146e-02, -2.26762630e-02, -4.85081613e-01, 1.20223907e+02, 0.00000000e+00
3.06961350e-02, -2.28265505e-02, -4.85045910e-01, 1.20684593e+02, 0.00000000e+00
3.04850340e-02, -2.22957507e-02, -4.85073984e-01, 1.19245506e+02, 0.00000000e+00
3.05210091e-02, -2.30149422e-02, -4.84839648e-01, 1.17831360e+02, 0.00000000e+00
3.06105502e-02, -2.29166374e-02, -4.84941840e-01, 1.19290062e+02, 0.00000000e+00
3.06397304e-02, -2.30795871e-02, -4.84907895e-01, 1.19808807e+02, 0.00000000e+00
3.07594519e-02, -2.31535956e-02, -4.84980166e-01, 1.21912788e+02, 0.00000000e+00
3.07282768e-02, -2.29888931e-02, -4.85011041e-01, 1.21298668e+02, 0.00000000e+00
2.74435598e-02, -2.24717949e-02, -4.84817594e-01, 1.14919434e+02, 0.00000000e+00
2.73541417e-02, -2.23666169e-02, -4.84733433e-01, 1.17080849e+02, 0.00000000e+00
2.98701283e-02, -2.00463310e-02, -4.88961130e-01, 9.37788620e+01, 0.00000000e+00
2.97136325e-02, -1.99877936e-02, -4.88916129e-01, 9.50277481e+01, 0.00000000e+00
2.95647830e-02, -1.99244916e-02, -4.88856763e-01, 9.61092224e+01, 0.00000000e+00
3.04038785e-02, -2.21422799e-02, -4.90805358e-01, 1.25520073e+02, 0.00000000e+00
2.68542338e-02, -2.42426805e-02, -4.84177321e-01, 1.03910164e+02, 0.00000000e+00
2.70282235e-02, -2.42097825e-02, -4.84247297e-01, 1.03562805e+02, 0.00000000e+00
2.70073451e-02, -2.42217127e-02, -4.84060884e-01, 1.03041504e+02, 0.00000000e+00
2.69907713e-02, -2.47789491e-02, -4.85368073e-01, 1.07639824e+02, 0.00000000e+00
2.70463508e-02, -2.46087965e-02, -4.85342592e-01, 1.07691399e+02, 0.00000000e+00
2.72322148e-02, -2.46916320e-02, -4.85521883e-01, 1.08340439e+02, 0.00000000e+00
2.80074663e-02, -2.21853778e-02, -4.86410797e-01, 1.21091064e+02, 0.00000000e+00
2.79957950e-02, -2.23640706e-02, -4.86417562e-01, 1.21497467e+02, 0.00000000e+00
2.79233959e-02, -2.21438408e-02, -4.86303836e-01, 1.20084213e+02, 0.00000000e+00
2.79165264e-02, -2.22981013e-02, -4.86296475e-01, 1.20470055e+02, 0.00000000e+00
2.78342757e-02, -2.22169720e-02, -4.86188948e-01, 1.19380623e+02, 0.00000000e+00
2.77307183e-02, -2.21265294e-02, -4.86084014e-01, 1.18310097e+02, 0.00000000e+00
2.74332780e-02, -2.37242989e-02, -4.87844586e-01, 1.24288582e+02, 0.00000000e+00
2.77785882e-02, -2.53936611e-02, -4.89078790e-01, 1.24382126e+02, 0.00000000e+00
2.94385534e-02, -2.67623700e-02, -4.87554252e-01, 1.20336975e+02, 0.00000000e+00
2.84125600e-02, -2.60576028e-02, -4.89020646e-01, 1.23538277e+02, 0.00000000e+00
3.06950565e-02, -2.55162716e-02, -4.90960449e-01, 1.26154076e+02, 0.00000000e+00
3.13760713e-02, -2.59236060e-02, -4.90438402e-01, 1.26560089e+02, 0.00000000e+00
3.12871225e-02, -2.60062907e-02, -4.90336329e-01, 1.26726959e+02, 0.00000000e+00
3.14546488e-02, -2.60021891e-02, -4.90308195e-01, 1.26936516e+02, 0.00000000e+00
3.15571092e-02, -2.59114485e-02, -4.90419865e-01, 1.26801910e+02, 0.00000000e+00
3.11879721e-02, -2.60993540e-02, -4.90230173e-01, 1.27027382e+02, 0.00000000e+00
3.29062678e-02, -2.60399710e-02, -4.85298634e-01, 1.08873009e+02, 0.00000000e+00
3.27755697e-02, -2.60959566e-02, -4.85353529e-01, 1.08724098e+02, 0.00000000e+00
3.27510312e-02, -2.59550232e-02, -4.85336691e-01, 1.07847839e+02, 0.00000000e+00
3.28568928e-02, -2.62233093e-02, -4.85330343e-01, 1.10042076e+02, 0.00000000e+00
3.26449126e-02, -2.60465629e-02, -4.85401511e-01, 1.07791298e+02, 0.00000000e+00
3.30170952e-02, -2.62400713e-02, -4.85261768e-01, 1.10472618e+02, 0.00000000e+00
3.20642106e-02, -2.33416185e-02, -4.86139268e-01, 1.29156448e+02, 0.00000000e+00
3.20866443e-02, -2.35112850e-02, -4.86111999e-01, 1.29177917e+02, 0.00000000e+00
3.29867713e-02, -2.43784823e-02, -4.86777723e-01, 1.35219467e+02, 0.00000000e+00
3.31505015e-02, -2.42057461e-02, -4.87191170e-01, 1.33711609e+02, 0.00000000e+00
3.23915370e-02, -2.70608943e-02, -4.83203471e-01, 1.26684776e+02, 0.00000000e+00
3.25712562e-02, -2.70748679e-02, -4.83190209e-01, 1.27299072e+02, 0.00000000e+00
2.91504301e-02, -2.66588628e-02, -4.84603077e-01, 1.21640907e+02, 0.00000000e+00
2.89660525e-02, -2.66410839e-02, -4.84818310e-01, 1.19707573e+02, 0.00000000e+00
2.89375465e-02, -2.66547725e-02, -4.84990805e-01, 1.18989716e+02, 0.00000000e+00
2.91093197e-02, -2.66975760e-02, -4.84760225e-01, 1.21027344e+02, 0.00000000e+00
2.90783886e-02, -2.67157890e-02, -4.84928608e-01, 1.20341179e+02, 0.00000000e+00
3.00392751e-02, -2.59150937e-02, -4.83769357e-01, 1.19315094e+02, 0.00000000e+00
3.01454682e-02, -2.60278936e-02, -4.83724147e-01, 1.19789185e+02, 0.00000000e+00
2.98750680e-02, -2.59616654e-02, -4.83837724e-01, 1.19732231e+02, 0.00000000e+00
2.99927071e-02, -2.60888115e-02, -4.83791888e-01, 1.20287231e+02, 0.00000000e+00
2.98579130e-02, -2.61043571e-02, -4.83861923e-01, 1.20543625e+02, 0.00000000e+00
2.96393931e-02, -2.61153430e-02, -4.83968407e-01, 1.21232330e+02, 0.00000000e+00
2.95903049e-02, -2.59641372e-02, -4.83959645e-01, 1.20399559e+02, 0.00000000e+00
2.97513828e-02, -2.60330122e-02, -4.83904421e-01, 1.20392097e+02, 0.00000000e+00
2.75716092e-02, -2.40340773e-02, -4.89539295e-01, 1.28504288e+02, 0.00000000e+00
2.76509058e-02, -2.40234621e-02, -4.89669830e-01, 1.28707596e+02, 0.00000000e+00
2.75284573e-02, -2.34368667e-02, -4.89325523e-01, 1.29683746e+02, 0.00000000e+00
2.78510340e-02, -2.37092581e-02, -4.86002415e-01, 1.14455292e+02, 0.00000000e+00
2.79057212e-02, -2.37901397e-02, -4.86143351e-01, 1.14673431e+02, 0.00000000e+00
2.79557761e-02, -2.38085277e-02, -4.86419290e-01, 1.15633766e+02, 0.00000000e+00
2.79403944e-02, -2.38686241e-02, -4.86283869e-01, 1.14836830e+02, 0.00000000e+00
2.79510897e-02, -2.38528494e-02, -4.86561298e-01, 1.15971336e+02, 0.00000000e+00
2.79572047e-02, -2.36847457e-02, -4.86517847e-01, 1.16604591e+02, 0.00000000e+00
2.79500261e-02, -2.36811414e-02, -4.86320943e-01, 1.16065559e+02, 0.00000000e+00
2.60779094e-02, -2.55020261e-02, -4.84487474e-01, 1.05320778e+02, 0.00000000e+00
2.59855129e-02, -2.52769869e-02, -4.84443069e-01, 1.05669022e+02, 0.00000000e+00
2.59522442e-02, -2.51483414e-02, -4.84397292e-01, 1.05791687e+02, 0.00000000e+00
3.10165416e-02, -2.37084962e-02, -4.92165238e-01, 1.26688965e+02, 0.00000000e+00
2.90148444e-02, -2.17844490e-02, -4.87935990e-01, 1.18915710e+02, 0.00000000e+00
2.88587697e-02, -2.22258028e-02, -4.90902722e-01, 1.29496994e+02, 0.00000000e+00
2.90051661e-02, -2.23744120e-02, -4.91150260e-01, 1.29253525e+02, 0.00000000e+00
2.93874666e-02, -2.20604762e-02, -4.90755051e-01, 1.29064743e+02, 0.00000000e+00
2.90788114e-02, -2.20600180e-02, -4.90694910e-01, 1.29478149e+02, 0.00000000e+00
2.79041436e-02, -2.09502131e-02, -4.86164123e-01, 1.16637245e+02, 0.00000000e+00
3.35461050e-02, -2.35430188e-02, -4.89593804e-01, 1.18557472e+02, 0.00000000e+00
3.19958106e-02, -2.24450156e-02, -4.90682989e-01, 1.19803383e+02, 0.00000000e+00
3.20955627e-02, -2.25571208e-02, -4.90774900e-01, 1.19797981e+02, 0.00000000e+00
3.04681100e-02, -2.39815004e-02, -4.92256314e-01, 1.27201004e+02, 0.00000000e+00
3.09209581e-02, -2.39288118e-02, -4.92219836e-01, 1.26753929e+02, 0.00000000e+00
3.09151094e-02, -2.35889126e-02, -4.92175341e-01, 1.26831055e+02, 0.00000000e+00
2.79068500e-02, -2.39894390e-02, -4.86156017e-01, 1.13711540e+02, 0.00000000e+00
2.79138088e-02, -2.35913936e-02, -4.86156255e-01, 1.15942589e+02, 0.00000000e+00
2.74698902e-02, -2.35683527e-02, -4.89195585e-01, 1.29213257e+02, 0.00000000e+00
2.76896786e-02, -2.37776171e-02, -4.89774883e-01, 1.29288162e+02, 0.00000000e+00
2.92212702e-02, -2.52780635e-02, -4.90510672e-01, 1.27044128e+02, 0.00000000e+00
3.10464222e-02, -2.67661996e-02, -4.89371300e-01, 1.29968307e+02, 0.00000000e+00
3.04064322e-02, -2.67504752e-02, -4.89361346e-01, 1.26684639e+02, 0.00000000e+00
3.05374358e-02, -2.66228542e-02, -4.89609361e-01, 1.27127693e+02, 0.00000000e+00
3.09059713e-02, -2.66301297e-02, -4.89617407e-01, 1.28801361e+02, 0.00000000e+00
3.11352331e-02, -2.68373266e-02, -4.86335933e-01, 1.32242447e+02, 0.00000000e+00
3.07048149e-02, -2.68000457e-02, -4.83655781e-01, 1.23047569e+02, 0.00000000e+00
3.21070403e-02, -2.50998400e-02, -4.84612823e-01, 1.08690147e+02, 0.00000000e+00
2.97279786e-02, -2.58419905e-02, -4.83894348e-01, 1.19426018e+02, 0.00000000e+00
2.97798403e-02, -2.61918157e-02, -4.83917356e-01, 1.21238716e+02, 0.00000000e+00
2.91944779e-02, -2.67698225e-02, -4.85190630e-01, 1.20551430e+02, 0.00000000e+00
2.90090460e-02, -2.66093947e-02, -4.84661579e-01, 1.20456490e+02, 0.00000000e+00
2.80734953e-02, -2.60144603e-02, -4.84080583e-01, 1.03283691e+02, 0.00000000e+00
2.99430843e-02, -2.49007642e-02, -4.84079659e-01, 1.15499138e+02, 0.00000000e+00
3.01753432e-02, -2.46735532e-02, -4.84220892e-01, 1.14734497e+02, 0.00000000e+00
3.16983759e-02, -2.42682490e-02, -4.85741764e-01, 1.26713768e+02, 0.00000000e+00
3.32058929e-02, -2.58712545e-02, -4.88444209e-01, 1.51634293e+02, 0.00000000e+00
3.24625447e-02, -2.54534874e-02, -4.86139566e-01, 1.39732193e+02, 0.00000000e+00
3.23864333e-02, -2.65842602e-02, -4.83098894e-01, 1.21985298e+02, 0.00000000e+00
3.22745666e-02, -2.71785259e-02, -4.83280867e-01, 1.27108879e+02, 0.00000000e+00
3.25034037e-02, -2.69303042e-02, -4.83139068e-01, 1.25977242e+02, 0.00000000e+00
3.18380408e-02, -2.68100910e-02, -4.83263761e-01, 1.22520393e+02, 0.00000000e+00
3.12898122e-02, -2.74310820e-02, -4.83845919e-01, 1.26106712e+02, 0.00000000e+00
3.30598280e-02, -2.41058953e-02, -4.87091660e-01, 1.32836594e+02, 0.00000000e+00
3.32363881e-02, -2.43082214e-02, -4.87292975e-01, 1.34591751e+02, 0.00000000e+00
3.30159888e-02, -2.45358795e-02, -4.86744165e-01, 1.36609970e+02, 0.00000000e+00
3.32051367e-02, -2.47281641e-02, -4.86929893e-01, 1.38716171e+02, 0.00000000e+00
3.24503481e-02, -2.35569440e-02, -4.86532450e-01, 1.28725845e+02, 0.00000000e+00
3.22434939e-02, -2.33743023e-02, -4.86353666e-01, 1.28611374e+02, 0.00000000e+00
3.14256847e-02, -2.71462053e-02, -4.87152725e-01, 1.34015152e+02, 0.00000000e+00
3.20794098e-02, -2.69709639e-02, -4.87685561e-01, 1.42222626e+02, 0.00000000e+00
3.30786109e-02, -2.60216799e-02, -4.85228777e-01, 1.09080147e+02, 0.00000000e+00
3.20195146e-02, -2.65773349e-02, -4.86565232e-01, 1.44882523e+02, 0.00000000e+00
3.31565849e-02, -2.58039460e-02, -4.86939520e-01, 1.45622498e+02, 0.00000000e+00
3.29623595e-02, -2.59704981e-02, -4.86753047e-01, 1.45696823e+02, 0.00000000e+00
3.28579843e-02, -2.62408908e-02, -4.86909717e-01, 1.47442459e+02, 0.00000000e+00
3.16523947e-02, -2.62088459e-02, -4.89950389e-01, 1.28500244e+02, 0.00000000e+00
3.20529230e-02, -2.65500899e-02, -4.89201337e-01, 1.35347488e+02, 0.00000000e+00
3.09367403e-02, -2.54605208e-02, -4.91100311e-01, 1.26204620e+02, 0.00000000e+00
2.96491142e-02, -2.59948038e-02, -4.90125269e-01, 1.26403862e+02, 0.00000000e+00
2.98004691e-02, -2.62306314e-02, -4.89957422e-01, 1.26371834e+02, 0.00000000e+00
3.01269423e-02, -2.58854441e-02, -4.90393132e-01, 1.26444038e+02, 0.00000000e+00
2.85835881e-02, -2.62435209e-02, -4.88805592e-01, 1.22700050e+02, 0.00000000e+00
2.90086027e-02, -2.65859421e-02, -4.88089085e-01, 1.20481590e+02, 0.00000000e+00
2.90445685e-02, -2.65646223e-02, -4.87746328e-01, 1.19529198e+02, 0.00000000e+00
2.83970945e-02, -2.56802142e-02, -4.87105012e-01, 1.17439705e+02, 0.00000000e+00
2.86386479e-02, -2.58356035e-02, -4.86950129e-01, 1.16981163e+02, 0.00000000e+00
2.86492649e-02, -2.46864520e-02, -4.90458816e-01, 1.27589561e+02, 0.00000000e+00
2.82762386e-02, -2.42851004e-02, -4.90325153e-01, 1.28329529e+02, 0.00000000e+00
2.84615383e-02, -2.49019731e-02, -4.90226269e-01, 1.27455475e+02, 0.00000000e+00
2.85604037e-02, -2.50095148e-02, -4.90243584e-01, 1.27312881e+02, 0.00000000e+00
2.76759546e-02, -2.52841823e-02, -4.89009261e-01, 1.24445427e+02, 0.00000000e+00
2.78990623e-02, -2.54620351e-02, -4.89215761e-01, 1.24587212e+02, 0.00000000e+00
2.76334789e-02, -2.48751920e-02, -4.89381433e-01, 1.26242752e+02, 0.00000000e+00
2.78271902e-02, -2.50677448e-02, -4.89528298e-01, 1.26081993e+02, 0.00000000e+00
2.76479777e-02, -2.36760508e-02, -4.85175818e-01, 1.08564140e+02, 0.00000000e+00
2.74894480e-02, -2.39348989e-02, -4.85006690e-01, 1.07066772e+02, 0.00000000e+00
2.75310669e-02, -2.39667743e-02, -4.84680861e-01, 1.05943657e+02, 0.00000000e+00
2.75025200e-02, -2.36001965e-02, -4.87719148e-01, 1.23892487e+02, 0.00000000e+00
2.74657570e-02, -2.39423122e-02, -4.87648159e-01, 1.22953430e+02, 0.00000000e+00
2.78475564e-02, -2.23904494e-02, -4.86179709e-01, 1.19687233e+02, 0.00000000e+00
2.76578739e-02, -2.22197305e-02, -4.85975176e-01, 1.17717529e+02, 0.00000000e+00
2.78322678e-02, -2.20227521e-02, -4.86207098e-01, 1.18974495e+02, 0.00000000e+00
2.73244604e-02, -2.45962664e-02, -4.85564142e-01, 1.08689888e+02, 0.00000000e+00
2.71084886e-02, -2.47151703e-02, -4.85439152e-01, 1.07985138e+02, 0.00000000e+00
2.69734487e-02, -2.45313421e-02, -4.85209107e-01, 1.07263283e+02, 0.00000000e+00
2.67267842e-02, -2.42856145e-02, -4.84298408e-01, 1.04606812e+02, 0.00000000e+00
2.68892869e-02, -2.60725040e-02, -4.84513462e-01, 1.03024757e+02, 0.00000000e+00
2.98509132e-02, -2.28753202e-02, -4.91817862e-01, 1.28272461e+02, 0.00000000e+00
2.97325365e-02, -2.32097376e-02, -4.91899848e-01, 1.28214294e+02, 0.00000000e+00
3.22017744e-02, -2.22528521e-02, -4.89046216e-01, 1.17763275e+02, 0.00000000e+00
3.16604897e-02, -2.31688358e-02, -4.91483390e-01, 1.23703163e+02, 0.00000000e+00
3.12251523e-02, -2.28325948e-02, -4.91462976e-01, 1.24507149e+02, 0.00000000e+00
3.03450339e-02, -2.22009756e-02, -4.90926176e-01, 1.26046257e+02, 0.00000000e+00
3.08864731e-02, -2.24122591e-02, -4.91099179e-01, 1.24118561e+02, 0.00000000e+00
2.95897610e-02, -2.14678105e-02, -4.88627881e-01, 1.02056122e+02, 0.00000000e+00
3.10689006e-02, -2.06335634e-02, -4.87961501e-01, 8.38750534e+01, 0.00000000e+00
2.99959034e-02, -2.18888856e-02, -4.90168601e-01, 1.26009644e+02, 0.00000000e+00
3.28500457e-02, -2.27681473e-02, -4.88807321e-01, 1.17279091e+02, 0.00000000e+00
3.31797563e-02, -2.32074521e-02, -4.88854289e-01, 1.17447426e+02, 0.00000000e+00
2.72916220e-02, -2.45346334e-02, -4.88615841e-01, 1.25176414e+02, 0.00000000e+00
2.84558181e-02, -2.30035316e-02, -4.84464645e-01, 1.04317802e+02, 0.00000000e+00
2.74660215e-02, -2.24487167e-02, -4.84643757e-01, 1.15971886e+02, 0.00000000e+00
2.72551104e-02, -2.22741421e-02, -4.84806716e-01, 1.18190186e+02, 0.00000000e+00
2.74396781e-02, -2.24888977e-02, -4.84996021e-01, 1.14293983e+02, 0.00000000e+00
2.84234267e-02, -2.14342438e-02, -4.83689278e-01, 1.27906830e+02, 0.00000000e+00
2.86467373e-02, -2.16633752e-02, -4.83842552e-01, 1.25742760e+02, 0.00000000e+00
3.02995574e-02, -2.23024487e-02, -4.84873056e-01, 1.17514740e+02, 0.00000000e+00
3.05163451e-02, -2.24473514e-02, -4.85041946e-01, 1.18927002e+02, 0.00000000e+00
3.06899399e-02, -2.34202091e-02, -4.84854549e-01, 1.20577507e+02, 0.00000000e+00
3.08763869e-02, -2.32293420e-02, -4.85051632e-01, 1.24129639e+02, 0.00000000e+00
3.07497699e-02, -2.25893240e-02, -4.85186845e-01, 1.21436371e+02, 0.00000000e+00
3.03472076e-02, -2.26181541e-02, -4.84826058e-01, 1.16080841e+02, 0.00000000e+00
3.10587697e-02, -2.30496004e-02, -4.85258222e-01, 1.26409874e+02, 0.00000000e+00
2.82171536e-02, -2.20364816e-02, -4.83868212e-01, 1.22575905e+02, 0.00000000e+00
2.78650690e-02, -2.20519118e-02, -4.83863801e-01, 1.23259605e+02, 0.00000000e+00
2.77761947e-02, -2.19402499e-02, -4.83784348e-01, 1.24663857e+02, 0.00000000e+00
2.74672024e-02, -2.24656258e-02, -4.85391378e-01, 1.14821114e+02, 0.00000000e+00
2.72873454e-02, -2.22521424e-02, -4.84463036e-01, 1.20316406e+02, 0.00000000e+00
2.75577903e-02, -2.23767478e-02, -4.84316677e-01, 1.18579491e+02, 0.00000000e+00
2.77188029e-02, -2.25801710e-02, -4.84499067e-01, 1.13344818e+02, 0.00000000e+00
2.78685838e-02, -2.24506967e-02, -4.84228790e-01, 1.16377052e+02, 0.00000000e+00
2.80499011e-02, -2.22734883e-02, -4.84028459e-01, 1.19323997e+02, 0.00000000e+00
2.87746098e-02, -2.21972223e-02, -4.84084815e-01, 1.17221344e+02, 0.00000000e+00
2.89990418e-02, -2.24183090e-02, -4.84247953e-01, 1.11055511e+02, 0.00000000e+00
2.84279790e-02, -2.37003434e-02, -4.84425038e-01, 1.07564522e+02, 0.00000000e+00
2.86696032e-02, -2.39547361e-02, -4.84285146e-01, 1.09220436e+02, 0.00000000e+00
2.87758820e-02, -2.30462607e-02, -4.84426945e-01, 1.03941429e+02, 0.00000000e+00
2.99411174e-02, -2.37667579e-02, -4.84461755e-01, 1.12169586e+02, 0.00000000e+00
3.01888809e-02, -2.35209074e-02, -4.84593004e-01, 1.13693474e+02, 0.00000000e+00
2.93331258e-02, -2.39414610e-02, -4.84300345e-01, 1.10877045e+02, 0.00000000e+00
2.96083428e-02, -2.36997660e-02, -4.84409750e-01, 1.10522346e+02, 0.00000000e+00
2.97635961e-02, -2.43337099e-02, -4.84242886e-01, 1.13402168e+02, 0.00000000e+00
2.90984642e-02, -2.29608174e-02, -4.84419048e-01, 1.04061142e+02, 0.00000000e+00
2.89975274e-02, -2.38937177e-02, -4.84298706e-01, 1.09776016e+02, 0.00000000e+00
3.04806698e-02, -2.36308668e-02, -4.84681726e-01, 1.16900185e+02, 0.00000000e+00
3.01369708e-02, -2.31788773e-02, -4.84631121e-01, 1.12926094e+02, 0.00000000e+00
2.94849928e-02, -2.29518451e-02, -4.84480321e-01, 1.06284454e+02, 0.00000000e+00
3.01176477e-02, -2.28140485e-02, -4.84666675e-01, 1.12610619e+02, 0.00000000e+00
2.76513770e-02, -2.49145962e-02, -4.87486064e-01, 1.20328979e+02, 0.00000000e+00
2.74944212e-02, -2.50647534e-02, -4.88099575e-01, 1.22273628e+02, 0.00000000e+00
2.74877753e-02, -2.51118354e-02, -4.88443166e-01, 1.23224968e+02, 0.00000000e+00
2.80984789e-02, -2.22714096e-02, -4.90063071e-01, 1.30478378e+02, 0.00000000e+00
2.82738302e-02, -2.24464368e-02, -4.90693539e-01, 1.29794785e+02, 0.00000000e+00
2.79099010e-02, -2.28653848e-02, -4.90327775e-01, 1.30002945e+02, 0.00000000e+00
2.80869529e-02, -2.22503878e-02, -4.89792138e-01, 1.30793350e+02, 0.00000000e+00
3.07079703e-02, -1.99953485e-02, -4.87478375e-01, 7.95539780e+01, 0.00000000e+00
3.33421975e-02, -2.30476037e-02, -4.90087450e-01, 1.17880371e+02, 0.00000000e+00
2.97715105e-02, -2.08935346e-02, -4.85739708e-01, 1.19258034e+02, 0.00000000e+00
2.95371953e-02, -2.07438096e-02, -4.85525817e-01, 1.18909645e+02, 0.00000000e+00
2.99694557e-02, -2.10933946e-02, -4.85594332e-01, 1.19880791e+02, 0.00000000e+00
