X [ m ], Y [ m ], Z [ m ]
0.029568976,-0.028459232,-0.482867956
0.029422697,-0.028417841,-0.482822597
0.029526424,-0.028322604,-0.482894599
0.029615754,-0.027758306,-0.481674552
0.0294508,-0.027630229,-0.481674105
0.029422332,-0.027792003,-0.481670231
0.029583369,-0.027910423,-0.48167032
0.02978258,-0.027900226,-0.48167482
0.02941706,-0.028107166,-0.481692702
0.029613234,-0.028064843,-0.481676459
0.029425174,-0.027953986,-0.481676072
0.029238248,-0.027849516,-0.481676906
0.029219605,-0.028023057,-0.481699824
0.029048435,-0.027752763,-0.481677622
0.02923795,-0.027668474,-0.481669158
0.029339936,-0.027492568,-0.481678754
0.029175391,-0.027487917,-0.481673688
0.029418791,-0.027338687,-0.481703073
0.029239578,-0.027344113,-0.481688619
0.034984451,-0.022764338,-0.483513951
0.035070006,-0.022652648,-0.48343572
0.035148844,-0.022737924,-0.483550489
0.034833953,-0.022816774,-0.483469397
0.034917194,-0.022699064,-0.483388513
0.034487907,-0.023200123,-0.483608752
0.034557726,-0.023244314,-0.483747512
0.034542237,-0.023097646,-0.483514637
0.034440249,-0.023167275,-0.48345241
0.022875791,-0.017104773,-0.481889576
0.023045575,-0.017122993,-0.481920391
0.022978192,-0.016991664,-0.481978387
0.022910183,-0.016864501,-0.482046992
0.022812448,-0.016966421,-0.481949717
0.023558978,-0.016988808,-0.482181251
0.023401039,-0.01695325,-0.482141584
0.023466215,-0.017084096,-0.482074916
0.023525043,-0.017221596,-0.482020885
0.023622537,-0.017120302,-0.482117265
0.021748394,-0.016700113,-0.481880158
0.02167186,-0.016578825,-0.481958658
0.021578556,-0.016671896,-0.481859326
0.021822535,-0.016830189,-0.481810719
0.021645797,-0.016794272,-0.481793851
0.022523237,-0.017992741,-0.481650323
0.022441225,-0.017819027,-0.481630534
0.02239893,-0.018124323,-0.481653124
0.02236229,-0.017960424,-0.481627554
0.035038956,-0.022685204,-0.482362747
0.035000958,-0.022837741,-0.482319176
0.035123982,-0.02276922,-0.482239932
0.034980152,-0.022619935,-0.482506901
0.034930337,-0.022761755,-0.482450515
0.034701288,-0.022883218,-0.483410746
0.034587979,-0.022955693,-0.483330786
0.034669306,-0.022844562,-0.483251482
0.034750097,-0.022944337,-0.483556956
0.034625463,-0.022999086,-0.4834885
0.033355113,-0.016893763,-0.484486669
0.033265345,-0.016774474,-0.484409183
0.03323254,-0.016808283,-0.484573632
0.033487868,-0.016975822,-0.48441872
0.033388909,-0.016861361,-0.48432827
0.034898035,-0.017193908,-0.483015597
0.035027873,-0.017224481,-0.483174771
0.03506932,-0.0172121,-0.48300758
0.035113007,-0.017194405,-0.482803434
0.034943532,-0.017177198,-0.48284784
0.03487194,-0.017211251,-0.483192891
0.034753751,-0.017170012,-0.483039916
0.03471601,-0.017183807,-0.483187884
